Time,Datetime,Frequency,Magnitude
307,2020-05-02 14:00:28,5.2,0.653
308,2020-05-02 14:00:30,3.25,0.71
309,2020-05-02 14:00:32,10.0,0.725
310,2020-05-02 14:00:36,1.0,0.693
311,2020-05-02 14:00:52,15.2,1.017
312,2020-05-02 14:01:04,6.75,0.815
313,2020-05-02 14:01:06,1.0,0.665
314,2020-05-02 14:01:08,11.0,0.676
315,2020-05-02 14:01:10,1.5,0.508
316,2020-05-02 14:02:42,14.4,0.776
317,2020-05-02 14:02:44,19.5,0.795
318,2020-05-02 14:02:46,10.0,0.575
319,2020-05-02 14:02:48,7.0,0.585
320,2020-05-02 14:02:50,8.0,0.659
321,2020-05-02 14:02:52,10.75,0.707
322,2020-05-02 14:02:54,10.5,0.691
323,2020-05-02 14:02:56,4.111,0.592
324,2020-05-02 14:02:58,3.833,0.844
325,2020-05-02 14:03:00,4.0,0.612
326,2020-05-02 14:03:02,1.5,0.935
327,2020-05-02 14:03:20,15.6,0.855
328,2020-05-02 14:03:30,19.333,0.829
329,2020-05-02 14:03:32,12.5,0.743
330,2020-05-02 14:03:38,1.75,0.934
331,2020-05-02 14:03:40,5.667,0.651
332,2020-05-02 14:03:42,1.0,0.53
333,2020-05-02 14:03:44,4.0,0.677
334,2020-05-02 14:04:08,10.0,0.548
335,2020-05-02 14:04:18,17.5,0.819
336,2020-05-02 14:04:50,17.333,0.924
337,2020-05-02 14:05:16,5.333,0.579
338,2020-05-02 14:05:18,17.0,0.683
339,2020-05-02 14:06:30,10.333,0.829
340,2020-05-02 14:08:16,19.5,0.813
341,2020-05-02 14:08:40,16.5,0.837
342,2020-05-02 14:08:42,12.5,0.844
343,2020-05-02 14:08:50,2.0,0.846
344,2020-05-02 14:09:44,1.0,0.786
345,2020-05-02 14:11:52,1.0,0.755
346,2020-05-02 14:12:10,7.75,0.758
347,2020-05-02 14:12:56,4.5,0.667
348,2020-05-02 14:12:58,4.5,0.56
349,2020-05-02 14:13:00,1.5,0.599
350,2020-05-02 14:13:24,10.545,0.798
351,2020-05-02 14:13:26,10.0,0.705
352,2020-05-02 14:13:30,1.0,0.747
353,2020-05-02 14:14:26,5.0,0.521
354,2020-05-02 14:14:28,11.8,1.006
355,2020-05-02 14:15:08,5.0,0.511
356,2020-05-02 14:15:10,17.4,0.761
357,2020-05-02 14:15:50,15.667,0.707
358,2020-05-02 14:15:52,10.8,0.728
359,2020-05-02 14:15:56,14.5,0.724
360,2020-05-02 14:19:32,9.333,1.093
361,2020-05-02 14:19:34,14.6,0.818
362,2020-05-02 14:19:36,17.5,0.892
363,2020-05-02 14:19:42,1.5,0.832
364,2020-05-02 14:20:16,7.0,0.669
365,2020-05-02 14:20:36,8.25,0.816
366,2020-05-02 14:21:38,1.5,1.576
367,2020-05-02 14:23:28,2.0,1.238
368,2020-05-02 14:24:22,2.5,1.063
369,2020-05-02 14:24:24,2.5,0.725
370,2020-05-02 14:25:18,9.333,1.297
371,2020-05-02 14:27:18,1.5,1.345
372,2020-05-02 14:28:20,1.5,1.346
373,2020-05-02 14:29:24,1.5,1.203
374,2020-05-02 14:29:32,13.6,0.678
375,2020-05-02 14:29:34,7.333,0.607
376,2020-05-02 14:29:46,1.0,0.761
377,2020-05-02 14:29:52,1.0,0.585
378,2020-05-02 14:29:54,7.143,0.654
379,2020-05-02 14:32:02,8.5,0.91
380,2020-05-02 14:33:06,1.5,0.707
381,2020-05-02 14:34:22,10.333,0.843
382,2020-05-02 14:36:08,15.5,0.795
383,2020-05-02 14:37:22,1.5,0.798
384,2020-05-02 14:38:12,1.5,0.888
385,2020-05-02 14:42:52,11.0,0.709
386,2020-05-02 14:42:54,14.0,0.913
387,2020-05-02 14:42:56,1.5,0.724
388,2020-05-02 14:44:00,1.0,0.585
389,2020-05-02 14:44:32,4.5,0.542
390,2020-05-02 14:44:34,1.5,0.547
391,2020-05-02 14:44:56,11.0,0.533
392,2020-05-02 14:45:10,10.0,0.952
393,2020-05-02 14:45:12,4.6,0.581
394,2020-05-02 14:46:22,2.0,0.725
395,2020-05-02 14:47:30,4.8,0.659
396,2020-05-02 14:47:34,7.75,0.738
397,2020-05-02 14:47:42,1.5,0.987
398,2020-05-02 14:47:54,15.333,0.785
399,2020-05-02 14:47:56,2.4,0.59
400,2020-05-02 14:48:22,1.8,0.827
401,2020-05-02 14:48:26,4.0,0.614
402,2020-05-02 14:48:30,3.5,0.634
403,2020-05-02 14:49:02,1.5,0.648
404,2020-05-02 14:49:10,1.5,0.557
405,2020-05-02 14:49:14,10.429,0.772
406,2020-05-02 14:49:16,10.5,0.646
407,2020-05-02 14:49:28,14.833,0.748
408,2020-05-02 14:49:30,16.667,0.892
409,2020-05-02 14:49:32,11.5,0.685
410,2020-05-02 14:49:34,10.0,0.65
411,2020-05-02 14:49:46,1.0,0.751
412,2020-05-02 14:49:48,13.75,0.84
413,2020-05-02 14:49:50,9.455,0.708
414,2020-05-02 14:49:58,12.125,0.764
415,2020-05-02 14:50:16,1.0,0.629
416,2020-05-02 14:50:24,3.75,0.734
417,2020-05-02 14:50:48,5.0,0.552
418,2020-05-02 14:50:50,1.0,0.857
419,2020-05-02 14:51:04,15.714,0.812
420,2020-05-02 14:51:06,8.0,0.777
421,2020-05-02 14:51:08,5.4,0.604
422,2020-05-02 14:51:52,1.5,0.829
423,2020-05-02 14:52:14,1.0,0.608
424,2020-05-02 14:53:06,8.25,0.894
425,2020-05-02 14:53:14,1.5,0.657
426,2020-05-02 14:53:16,15.833,0.773
427,2020-05-02 14:53:18,8.667,0.643
428,2020-05-02 14:53:20,5.667,0.618
429,2020-05-02 14:58:18,14.833,0.765
430,2020-05-02 14:58:20,12.0,0.795
431,2020-05-02 14:58:22,10.0,0.892
432,2020-05-02 14:58:26,10.0,0.61
433,2020-05-02 14:58:28,6.25,0.686
434,2020-05-02 14:58:40,15.0,0.687
435,2020-05-02 14:59:10,12.857,0.707
436,2020-05-02 14:59:12,7.333,0.611
437,2020-05-02 14:59:14,1.0,0.534
438,2020-05-02 14:59:16,1.5,0.756
439,2020-05-02 14:59:38,11.5,0.786
440,2020-05-02 14:59:40,9.8,0.671
441,2020-05-02 14:59:46,6.8,0.583
442,2020-05-02 14:59:48,7.5,0.627
443,2020-05-02 14:59:54,8.3,0.738
444,2020-05-02 14:59:56,2.0,0.709
445,2020-05-02 15:01:16,7.0,0.558
446,2020-05-02 15:01:22,1.5,0.805
447,2020-05-02 15:01:38,11.417,0.76
448,2020-05-02 15:01:40,11.8,0.749
449,2020-05-02 15:01:42,11.0,0.977
450,2020-05-02 15:01:44,11.231,0.683
451,2020-05-02 15:01:46,11.0,0.504
452,2020-05-02 15:02:10,14.857,0.789
453,2020-05-02 15:02:12,10.333,0.744
454,2020-05-02 15:02:14,10.667,0.847
455,2020-05-02 15:02:16,10.0,0.774
456,2020-05-02 15:02:22,7.0,0.681
457,2020-05-02 15:03:20,1.0,0.707
458,2020-05-02 15:05:20,1.5,0.7
459,2020-05-02 15:05:34,10.667,0.884
460,2020-05-02 15:05:36,13.8,0.913
461,2020-05-02 15:05:38,12.25,0.695
462,2020-05-02 15:05:40,8.0,0.557
463,2020-05-02 15:05:42,10.0,0.634
464,2020-05-02 15:05:46,11.5,0.736
465,2020-05-02 15:05:48,10.333,0.701
466,2020-05-02 15:05:50,9.0,0.519
467,2020-05-02 15:05:52,10.0,0.551
468,2020-05-02 15:05:54,9.0,0.514
469,2020-05-02 15:05:56,1.5,0.679
470,2020-05-02 15:06:04,11.375,0.724
471,2020-05-02 15:06:06,9.444,0.748
472,2020-05-02 15:06:10,5.0,0.565
473,2020-05-02 15:06:20,1.5,0.693
474,2020-05-02 15:06:34,19.778,0.843
475,2020-05-02 15:06:36,11.75,1.0
476,2020-05-02 15:06:38,11.0,0.728
477,2020-05-02 15:06:40,10.333,0.755
478,2020-05-02 15:06:42,8.25,0.836
479,2020-05-02 15:06:44,8.5,0.705
480,2020-05-02 15:06:46,9.0,0.701
481,2020-05-02 15:06:54,9.0,0.727
482,2020-05-02 15:06:56,10.5,0.78
483,2020-05-02 15:07:00,11.0,0.604
484,2020-05-02 15:07:02,7.667,0.592
485,2020-05-02 15:07:04,10.5,0.641
486,2020-05-02 15:07:06,10.333,0.651
487,2020-05-02 15:07:08,10.0,0.782
488,2020-05-02 15:07:10,10.0,0.738
489,2020-05-02 15:07:12,10.0,0.765
490,2020-05-02 15:07:14,10.667,0.812
491,2020-05-02 15:07:16,7.667,0.894
492,2020-05-02 15:07:18,11.0,0.799
493,2020-05-02 15:07:20,10.5,0.658
494,2020-05-02 15:07:22,9.0,0.782
495,2020-05-02 15:07:24,8.25,0.707
496,2020-05-02 15:07:26,6.0,0.837
497,2020-05-02 15:10:12,10.5,0.581
498,2020-05-02 15:10:14,8.714,0.702
499,2020-05-02 15:10:16,14.0,0.811
500,2020-05-02 15:13:42,7.0,0.679
501,2020-05-02 15:13:44,11.5,0.868
502,2020-05-02 15:13:46,11.5,0.774
503,2020-05-02 15:13:48,10.2,0.678
504,2020-05-02 15:13:50,8.75,0.666
505,2020-05-02 15:13:52,9.8,0.767
506,2020-05-02 15:13:54,11.5,0.761
507,2020-05-02 15:13:56,12.0,0.687
508,2020-05-02 15:13:58,11.0,0.576
509,2020-05-02 15:14:00,14.0,0.664
510,2020-05-02 15:14:20,2.0,1.26
511,2020-05-02 15:16:08,7.0,0.884
512,2020-05-02 15:23:38,1.0,0.809
513,2020-05-02 15:23:52,14.75,0.803
514,2020-05-02 15:23:54,6.0,0.658
515,2020-05-02 15:26:02,9.5,1.161
516,2020-05-02 15:26:04,12.778,0.702
517,2020-05-02 15:28:06,14.8,0.844
518,2020-05-02 15:28:12,1.0,0.775
519,2020-05-02 15:32:54,2.0,0.785
520,2020-05-02 15:34:38,8.0,0.546
521,2020-05-02 15:35:32,13.571,0.862
522,2020-05-02 15:35:58,3.5,0.586
523,2020-05-02 15:36:12,4.333,0.534
524,2020-05-02 15:36:24,7.8,0.715
525,2020-05-02 15:37:28,5.0,0.625
526,2020-05-02 15:38:50,6.5,0.861
527,2020-05-02 15:38:52,12.0,0.931
528,2020-05-02 15:38:54,11.8,0.696
529,2020-05-02 15:38:56,12.75,0.696
530,2020-05-02 15:38:58,15.333,0.968
531,2020-05-02 15:39:00,10.6,0.92
532,2020-05-02 15:39:02,12.0,0.94
533,2020-05-02 15:39:04,10.25,0.811
534,2020-05-02 15:39:06,15.0,0.835
535,2020-05-02 15:39:08,11.0,1.122
536,2020-05-02 15:39:10,11.5,0.76
537,2020-05-02 15:39:12,10.5,0.702
538,2020-05-02 15:39:14,6.5,0.609
539,2020-05-02 15:39:16,11.5,0.71
540,2020-05-02 15:39:20,1.5,0.626
541,2020-05-02 15:39:28,18.0,0.951
542,2020-05-02 15:41:34,18.0,0.955
543,2020-05-02 15:42:56,9.0,0.594
544,2020-05-02 15:43:00,2.0,0.846
545,2020-05-02 15:45:10,11.5,0.865
546,2020-05-02 15:45:12,11.0,0.742
547,2020-05-02 15:45:14,12.0,0.866
548,2020-05-02 15:45:16,8.167,0.684
549,2020-05-02 15:45:22,11.2,0.758
550,2020-05-02 15:45:24,10.5,0.675
551,2020-05-02 15:45:26,8.5,0.65
552,2020-05-02 15:45:38,4.0,0.552
553,2020-05-02 15:45:40,16.571,0.831
554,2020-05-02 15:45:42,3.0,0.507
555,2020-05-02 15:48:58,2.0,0.661
556,2020-05-02 15:49:00,7.0,0.594
557,2020-05-02 15:49:02,11.125,0.689
558,2020-05-02 15:49:04,11.0,0.74
559,2020-05-02 15:49:06,1.0,0.965
560,2020-05-02 15:49:08,3.0,0.506
561,2020-05-02 15:49:10,1.0,0.534
562,2020-05-02 15:49:12,9.5,0.634
563,2020-05-02 15:50:14,1.0,0.801
564,2020-05-02 15:50:48,1.0,0.65
565,2020-05-02 15:54:00,1.0,0.631
566,2020-05-02 15:55:28,10.8,0.971
567,2020-05-02 15:55:30,15.222,0.707
568,2020-05-02 15:55:32,11.75,0.696
569,2020-05-02 15:55:34,10.5,0.698
570,2020-05-02 15:55:36,5.0,0.689
571,2020-05-02 15:55:38,12.0,0.516
572,2020-05-02 15:55:40,12.5,0.91
573,2020-05-02 15:55:42,6.167,0.675
574,2020-05-02 15:56:34,1.0,0.748
575,2020-05-02 15:56:36,14.75,0.807
576,2020-05-02 15:56:40,8.0,0.649
577,2020-05-02 15:56:44,8.25,0.625
578,2020-05-02 15:56:46,2.5,0.577
579,2020-05-02 15:57:26,6.0,0.527
580,2020-05-02 15:57:56,1.0,0.521
581,2020-05-02 15:58:04,11.5,0.565
582,2020-05-02 15:58:06,1.0,0.523
583,2020-05-02 15:58:20,1.0,0.698
584,2020-05-02 15:58:22,13.5,0.645
585,2020-05-02 15:58:24,13.5,0.705
586,2020-05-02 15:58:26,15.2,0.639
587,2020-05-02 15:58:30,10.5,0.613
588,2020-05-02 15:58:32,13.5,0.717
589,2020-05-02 15:58:34,14.0,0.601
590,2020-05-02 15:58:36,13.5,0.619
591,2020-05-02 15:58:38,14.0,0.526
592,2020-05-02 15:58:44,16.0,0.573
593,2020-05-02 15:58:46,8.667,0.602
594,2020-05-02 15:58:48,12.5,0.587
595,2020-05-02 15:58:50,14.5,0.632
596,2020-05-02 15:58:52,10.0,0.515
597,2020-05-02 15:58:54,14.5,0.644
598,2020-05-02 15:58:56,1.5,0.532
599,2020-05-02 15:58:58,21.75,1.451
600,2020-05-02 15:59:00,15.0,0.882
601,2020-05-02 15:59:02,11.0,0.733
602,2020-05-02 15:59:04,6.714,1.144
603,2020-05-02 15:59:08,1.0,0.603
604,2020-05-02 15:59:10,2.0,1.237
605,2020-05-02 15:59:12,12.571,1.075
606,2020-05-02 15:59:14,1.0,0.542
